steps,return
0,64.5288
1,64.1781
2,64.3321
3,68.29379999999999
4,66.34110000000001
5,71.0667
6,66.6478
7,63.8769
8,67.43539999999999
9,71.69149999999998
10,69.51579999999998
11,72.62950000000001
12,71.166
13,68.63400000000001
14,69.02029999999999
15,70.3937
16,73.0912
17,73.5553
18,74.5175
19,179.68589999999998
20,75.29850000000002
21,79.1996
22,78.2426
23,85.55850000000001
24,85.52769999999998
25,307.7005999999999
26,105.72499999999997
27,102.06730000000003
28,101.55
29,97.15340000000002
30,102.20349999999998
31,102.37680000000002
32,105.05479999999999
33,106.59599999999999
34,103.7763
35,100.09049999999999
36,456.01180000000016
37,105.30929999999998
38,102.76640000000002
39,102.589
40,102.23470000000003
41,106.25909999999999
42,102.52400000000002
43,106.03709999999998
44,105.5821
45,99.96490000000003
46,113.09999999999997
47,104.26189999999998
48,101.24939999999998
49,101.64460000000001
50,104.55590000000001
51,104.49770000000001
52,105.07300000000001
53,103.49449999999999
54,94.57349999999998
55,103.91580000000002
56,134.98129999999998
57,104.9911
58,124.11329999999995
59,104.9375
60,101.29050000000001
61,103.37120000000002
62,99.81299999999999
63,104.02050000000003
64,106.03630000000001
65,104.1638
66,104.74399999999999
67,101.65570000000001
68,102.8107
69,101.3376
70,104.599
71,99.98799999999997
72,101.38389999999997
73,101.27399999999999
74,101.11989999999997
75,100.56739999999999
76,102.268
77,103.83850000000002
78,101.15929999999999
79,101.4158
80,101.13229999999999
81,75.18530000000001
82,90.6954
83,147.71359999999987
84,100.97570000000002
85,83.38169999999998
86,100.50849999999998
87,98.4744
88,104.07930000000003
89,101.39839999999998
90,138.70879999999997
91,102.2831
92,101.48339999999999
93,101.7985
94,103.10959999999999
95,345.15800000000013
96,105.56929999999998
97,106.64800000000001
98,101.15010000000002
99,104.0914
100,103.06139999999999
101,98.42490000000004
102,105.67860000000002
103,99.41100000000002
104,142.03229999999988
105,171.2636
106,98.46159999999998
107,90.41449999999999
108,102.8686
109,328.39409999999975
110,370.9362
111,105.74489999999997
112,477.9592
113,211.68820000000002
114,104.7955
115,99.24530000000001
116,101.84679999999999
117,103.42130000000002
118,103.3893
119,103.23880000000004
120,96.09740000000002
121,106.65300000000002
122,103.10709999999999
123,98.76889999999999
124,574.2028999999995
125,104.0041
126,1188.0338000000013
127,101.6329
128,99.37530000000001
129,100.18899999999998
130,97.63300000000002
131,99.65030000000002
132,100.39269999999995
133,419.18510000000003
134,104.8465
135,98.73599999999998
136,97.83630000000001
137,97.29949999999997
138,103.3894
139,106.69040000000001
140,99.83680000000001
141,98.43410000000003
142,101.5927
143,106.09849999999999
144,91.6911
145,102.06160000000003
146,101.9876
147,99.50009999999999
148,100.329
149,100.1455
150,103.9861
151,99.80579999999999
152,102.83979999999998
153,106.37619999999998
154,99.4966
155,102.3227
156,98.85319999999999
157,98.17129999999997
158,103.77920000000002
159,239.72210000000004
160,104.7496
161,99.62379999999999
162,97.06900000000002
163,102.53479999999999
164,137.2776
165,104.90710000000001
166,98.18869999999997
167,99.17690000000002
168,117.84240000000007
169,99.00880000000002
170,104.21269999999998
171,99.94289999999998
172,97.94049999999999
173,108.06130000000002
174,103.04849999999998
175,97.93389999999998
176,97.76320000000001
177,101.7357
178,158.9331999999999
179,98.30719999999998
180,103.0711
181,97.9853
182,99.81979999999999
183,93.85409999999999
184,98.13829999999999
185,105.11639999999998
186,98.9015
187,275.50039999999984
188,104.68159999999995
189,99.68319999999997
190,103.4699
191,104.0273
192,527.8661999999995
193,104.35310000000001
194,98.60010000000001
195,100.15160000000002
196,103.44529999999999
197,103.34740000000002
198,101.15379999999999
199,103.5336
200,98.65810000000002
201,103.76520000000001
202,123.5925
203,98.84700000000001
204,98.26830000000001
205,97.1154
206,97.83930000000001
207,98.8345
208,169.6418
209,310.86549999999994
