steps,return
216,594.89176
217,620.0670099999998
218,676.2634600000006
219,685.1875000000001
220,695.9399199999998
221,654.6175499999999
222,722.8924699999995
223,723.05445
224,589.9296800000002
225,653.1220799999993
226,574.0895000000004
227,532.4312100000001
228,546.7625199999998
229,689.8482600000001
230,823.6187200000002
231,725.9588499999999
232,662.6823300000002
233,615.4405699999998
234,800.4396699999999
235,749.1732699999998
236,599.6888400000003
237,651.2650899999999
238,688.0817000000002
239,817.2458099999996
240,850.9770700000001
241,666.0122300000002
242,762.5831
243,793.5983199999995
244,623.9118499999997
245,688.9248100000002
246,688.8254299999996
247,552.4868800000002
248,689.6068500000001
249,802.9800099999999
250,869.9543699999999
251,692.2827499999996
252,686.4836599999996
253,592.1978400000003
254,560.9145500000002
255,557.7559
256,681.2878800000002
257,729.0403300000002
258,632.0076099999997
259,603.6510400000002
260,725.5743800000006
261,770.9649099999999
262,744.0336
263,550.2777800000001
264,647.9184899999997
265,670.2070800000007
266,587.0432899999998
267,613.404
268,710.3207500000001
269,693.8515300000004
270,651.9582800000002
271,713.3141099999997
272,608.0093499999995
273,566.3320299999998
274,696.8878399999999
275,601.8511700000001
276,803.0602299999996
277,657.3882600000002
278,767.87244
279,550.69546
280,717.2424300000005
281,588.43401
282,538.4832000000002
283,736.0901399999998
284,544.52861
285,757.02286
286,657.8039599999996
287,568.8693099999999
288,770.2253000000002
289,668.4648299999997
290,606.5143299999994
291,691.9475699999998
292,691.3450499999998
293,779.5525999999996
294,876.8881599999996
295,557.6343300000003
296,728.5237500000003
297,711.30598
298,679.6455700000001
299,578.41035
300,844.5034199999996
301,881.0812
302,519.9999500000002
303,526.7040599999998
304,675.4483700000003
305,736.4214000000007
306,778.59988
307,724.2104599999997
308,609.9787899999998
309,701.3818499999999
310,607.7518100000001
311,673.2888999999999
312,810.0263399999997
313,554.0237799999999
314,567.0841100000004
315,771.3168900000004
316,542.9183999999999
317,789.3318300000002
318,559.5298799999997
319,715.1755799999995
320,726.7358800000001
321,728.4791200000001
322,663.9658800000002
323,869.5506099999997
324,774.1326899999993
325,525.3076199999996
326,708.59642
327,695.3101399999999
328,577.6543199999999
329,671.7902299999997
330,701.9513900000002
331,694.65728
332,620.7240599999999
333,694.9917399999997
334,698.7508099999997
335,673.88111
336,678.11699
337,872.99362
338,532.27229
339,727.7325300000005
340,706.8506800000008
341,721.9958899999995
342,696.4347799999997
343,767.1603699999994
344,621.9294000000006
345,571.5416199999997
346,636.3022599999998
347,667.0722300000001
348,679.07065
349,721.6398199999998
350,767.73548
351,738.3758199999996
352,663.2627199999996
353,644.4653100000003
354,778.07662
355,648.3327900000005
356,715.20316
357,714.2904599999999
358,659.1759599999998
359,691.87146
360,695.8642299999997
361,717.0658799999999
362,801.6637400000002
363,626.1893499999999
364,702.2800599999999
365,682.6729300000002
366,581.6495499999995
367,639.3428600000002
368,589.9719799999996
369,688.8450199999999
370,738.2238799999998
371,721.4196000000002
372,718.70246
373,815.7293599999999
374,785.3375400000002
375,823.4380599999995
376,619.7419599999997
377,814.1188699999992
378,613.5808200000004
379,748.1138399999998
380,626.8999499999999
381,779.78424
382,802.6920900000006
383,667.8332300000004
384,505.97514
385,889.4470099999998
386,804.2223400000001
387,647.1461899999998
388,703.15478
389,688.0380999999998
390,657.6610299999999
391,701.3648799999999
392,612.0289399999999
393,718.27055
394,702.4268299999999
395,700.29133
396,569.3011400000003
397,896.33071
398,855.72635
399,779.1347200000009
400,676.9154800000005
401,595.8815299999998
402,759.7191100000001
403,553.8982899999997
404,758.3434099999994
405,718.8271899999996
406,751.6445600000002
407,596.7987499999998
408,590.4166999999999
409,590.25818
410,863.65884
411,656.1664299999999
412,585.07691
413,752.1623000000002
414,697.9665800000002
415,738.2802499999997
416,722.3537399999999
417,695.76139
418,700.5568199999998
419,686.8996800000001
420,599.8083099999998
421,796.2327100000005
422,744.8360300000004
423,832.13416
424,659.8908500000005
425,569.7182300000004
426,750.3280000000001
427,724.87061
428,783.3051100000004
429,658.3700699999999
430,724.0172900000001
431,738.4726599999998
432,875.8299200000002
433,721.2300300000007
434,613.2831599999995
435,609.0917999999995
436,693.3089999999997
437,741.3165199999999
438,713.44546
439,735.8709100000005
440,728.7196899999999
441,784.69791
442,709.9513600000005
443,631.890310000001
444,521.09698
445,745.14201
446,747.3944699999998
447,539.5539900000005
448,884.6326700000002
449,580.74143
450,932.3754800000002
451,524.2389899999994
452,512.0535699999998
453,753.4062200000002
454,606.7089700000001
455,795.6060299999999
456,705.9877500000005
457,749.4555299999995
458,644.0321100000001
459,723.1736099999998
460,649.6155800000004
461,778.2415700000001
462,797.0020900000002
463,617.42437
464,547.5276699999996
465,760.6243499999994
466,730.0310000000002
467,582.76169
468,815.4110800000003
469,703.6055199999998
470,701.7304199999999
471,716.4003200000003
472,711.8572499999995
473,705.8680899999999
474,775.9109599999998
475,855.8107100000002
476,664.1819400000004
477,733.3862300000001
