steps,return
0,1543.757199999998
1,1738.8740000000005
2,2162.2263000000003
3,2247.4453000000008
4,2347.9777000000017
5,2376.6378000000004
6,2440.174000000002
7,2490.8491999999974
8,2554.161800000002
9,2540.5014999999985
10,2560.0927000000006
11,2582.541899999999
12,2663.2942000000003
13,2676.010999999999
14,2709.7298000000005
15,2637.657600000001
16,2025.5333000000005
17,2716.195100000002
18,2784.0332000000003
19,2783.305799999999
20,2763.9129000000003
21,2890.0014999999967
22,2805.108599999997
23,2924.123599999997
24,2576.7542000000003
25,2691.9714
26,2708.404099999998
27,2813.0513
28,2838.9327999999964
29,2915.028700000001
30,2823.1770999999953
31,2751.6385000000014
32,2953.0798000000027
33,2780.9883000000036
34,2862.6263000000004
35,2885.3955999999994
36,2989.157800000005
37,2905.873699999998
38,2982.5773999999947
39,1221.0890000000009
40,2953.317700000004
41,3013.997399999998
42,3026.0690000000013
43,2912.2944
44,2916.326100000001
45,2899.9509000000016
46,3036.5783999999985
47,2946.3478999999993
48,2995.2146999999973
49,3050.0420000000017
50,3044.1770000000015
51,2987.1495000000027
52,3048.1529
53,2990.032199999998
54,2382.0699999999993
55,2991.0461000000023
56,2914.4168999999993
57,2788.803200000003
58,3004.924700000001
59,2963.3881000000024
60,3146.2717000000025
61,2839.647999999999
62,2979.0362999999998
63,3048.5163000000002
64,3130.1963999999994
65,3105.624100000001
66,356.9728999999998
67,2905.157900000004
68,3048.824100000001
69,3114.5610000000015
70,2845.944400000001
71,3136.4757000000036
72,2758.0548000000017
73,2923.6682999999985
74,3138.346799999998
75,3094.195199999999
76,2925.8178000000003
77,3078.7403000000013
78,3029.6607999999983
79,3112.0834000000004
80,1917.8790000000004
81,3123.0299999999993
82,515.6932999999999
83,2965.5284000000006
84,2892.3242999999998
85,3033.3950999999993
86,2910.345000000002
87,2968.6260000000007
88,3184.9832999999953
89,2942.6898000000024
90,3083.6415000000006
91,793.3093999999998
92,2987.235499999999
93,3027.5717999999983
94,2766.1941999999995
95,2964.8978000000006
96,3168.9325000000013
97,3020.7612000000013
98,2366.1040000000007
99,1828.1030999999998
100,1575.3669999999993
101,3107.640899999998
102,3059.9817000000003
103,2885.207499999998
104,1716.0625999999977
105,2768.0245999999975
106,2908.5468000000005
107,3023.1980000000012
108,3126.1893999999993
109,2730.0171999999993
110,2804.733899999996
111,2867.3117999999995
112,2936.668099999998
113,2946.113600000001
114,2949.9066999999995
115,2870.6680000000038
116,2897.122499999997
117,2854.6939999999986
118,2939.9203000000025
119,2994.4849999999983
120,2981.9931999999994
121,2992.635999999999
122,2960.2044000000005
123,2883.132399999999
124,2881.2993999999985
125,2962.0072000000036
126,3045.517900000002
127,2844.0777000000007
128,3060.676699999999
129,2819.3862
130,3052.6388000000006
131,3015.139700000003
132,3085.6749000000004
133,2986.8579999999974
134,3070.597700000003
135,708.3237000000003
136,3104.5488000000005
137,2990.8707000000004
138,2940.7832000000035
139,3116.2060000000038
140,1058.9197
141,3086.3788000000022
142,2809.1985999999965
143,3008.784400000004
144,2848.5779000000007
145,3105.5700999999967
146,2961.0871999999977
147,3110.1593999999955
148,2997.2185000000013
149,2895.955100000002
150,1881.8370999999995
151,1126.9927000000007
152,2854.4965
153,2903.000100000003
154,3072.326999999997
155,3244.1347999999957
156,3028.0982999999965
157,2985.277199999996
158,3083.835699999996
159,3032.5934000000047
160,3148.824100000004
161,2915.146699999999
162,3051.018099999996
163,2969.336000000002
164,3067.321899999997
165,3070.8533999999972
166,2925.2501000000007
167,3137.8440000000023
168,3054.4818999999966
169,3010.961300000001
170,3043.518499999999
171,3061.9951999999976
172,2893.7985999999996
173,1076.7175000000002
174,3110.0811999999996
175,3013.147299999997
176,2939.670000000004
177,3033.1411000000016
178,1427.9274000000012
179,3129.306799999998
180,3065.5823999999966
181,2867.001800000001
182,3055.9453
183,2928.4793999999983
184,2346.2831000000015
185,2661.458399999999
186,2996.4412999999954
187,150.34029999999998
188,3053.9162999999967
189,2867.6570000000006
190,2941.5114000000017
191,2989.0064999999954
192,2100.5268999999976
193,3044.6328999999982
194,2991.8852
195,3079.7020999999986
196,3164.1891999999953
197,3143.6176
198,3090.654399999997
199,3034.3802000000005
200,3114.9478000000013
201,2993.3837000000003
202,3121.615099999999
203,3141.572800000001
204,3087.6067
205,3110.8653000000027
206,3065.1548000000016
207,3089.5265999999992
208,3171.458099999999
209,3168.0514999999973
210,3123.3577000000005
211,3185.8221000000017
212,3231.6623999999942
213,3215.492800000006
214,3077.7386999999985
215,3115.2765000000018
216,2968.390900000003
217,3130.446899999999
218,3140.9148000000037
219,3094.943800000001
220,1686.518300000001
221,3123.727000000001
222,3013.8149000000044
223,2381.8097999999995
224,3068.8313000000044
225,3068.6364000000012
226,3025.5457999999994
227,3104.8412000000008
228,3109.732400000001
229,3039.7671999999984
230,1011.6708000000004
231,3099.2530000000006
232,3104.586100000003
233,9.939600000000002
234,3173.0970999999995
235,3052.040900000005
236,1316.8855999999996
237,2982.6619999999975
238,3065.5926999999965
239,3058.0851000000016
240,3127.632500000001
241,2253.449899999997
242,3184.0444000000007
243,2921.242300000007
244,3183.713699999997
245,3158.3898000000004
246,1116.956800000001
247,2935.975700000002
248,3110.292600000006
249,3266.4813999999997
250,3001.5919999999983
251,2795.930899999999
