# {"t_start": 1608789182.3069544} 
r,l,t
8.062978,211,8318.454103
19.065865,493,8323.056152
34.706406,800,8327.144758
26.15681,800,8329.091122
16.583416,457,8355.925783
26.721748,800,8363.656697
14.586655,434,8364.262691
23.18534,800,8365.118982
34.90351,800,8391.395831
23.63858,579,8396.303453
28.08747,800,8404.63722
22.612164,800,8411.268466
23.003288,800,8443.876806
29.301487,800,8451.805264
23.223766,800,8452.419178
35.296207,800,8453.244888
19.82256,800,8479.428193
26.174932,800,8484.280132
27.114002,800,8492.726179
13.466892,365,8496.634808
19.993824,800,8499.80673
19.771946,478,8523.837785
35.444477,800,8539.766603
27.953566,800,8540.374054
36.4109,800,8541.224635
35.54095,800,8566.799052
27.91174,800,8579.024513
27.803385,800,8583.13273
32.32387,800,8586.162732
31.770494,800,8610.378767
18.10195,663,8615.26161
31.711626,800,8626.365574
31.730478,800,8627.186581
30.437199,800,8653.01178
32.9136,800,8665.38027
24.258135,800,8669.508346
23.437342,800,8672.640351
27.761526,800,8696.693392
32.800327,800,8701.651293
19.798763,800,8713.442453
32.272823,800,8714.387669
30.000317,751,8716.827721
33.666965,800,8753.971298
23.667282,800,8758.244742
28.997608,800,8761.167475
28.870451,687,8780.61916
25.777681,800,8785.603726
22.550222,800,8801.42973
21.295929,800,8802.297071
28.372593,800,8804.390735
28.640583,800,8841.400061
28.447214,767,8842.960363
23.375645,800,8848.423521
34.918648,800,8868.072378
26.73187,800,8873.074538
25.240917,800,8889.24492
33.058815,800,8890.108386
32.02906,800,8892.193222
28.666124,718,8928.338991
25.73218,800,8929.241345
27.285189,800,8930.866319
21.805582,800,8955.524884
34.33088,800,8960.64252
4.780262,140,8967.626135
34.14183,800,8976.91886
23.25305,800,8977.80941
35.660667,800,8979.940212
21.030373,800,9016.417192
34.48763,800,9017.291795
30.855473,800,9018.85741
19.347576,586,9037.499208
31.79316,800,9048.340112
22.24571,664,9055.384527
28.484667,800,9064.817266
35.58533,800,9065.65313
21.016636,800,9103.701485
18.541367,800,9104.555728
25.188866,800,9106.145628
7.9109807,209,9122.909077
32.89572,800,9125.546405
31.048737,800,9136.305296
34.653175,800,9143.202559
34.96194,800,9152.282568
31.526808,800,9153.107198
21.408703,694,9183.176677
34.83442,800,9191.793144
34.048756,800,9209.858364
21.251383,800,9212.520456
29.988663,800,9223.511403
27.95196,750,9226.448357
34.41238,800,9239.715415
30.765787,800,9240.583744
19.787382,800,9270.650655
28.448036,800,9278.979398
19.391811,589,9295.465496
24.40955,800,9297.938985
11.7476845,462,9299.490026
25.709335,657,9300.086872
24.703833,800,9301.61534
23.82342,641,9315.500938
25.630121,800,9357.989953
35.00002,800,9366.556582
22.891674,711,9378.868771
33.527912,800,9383.688123
20.688688,800,9385.986503
35.735638,800,9387.641723
21.828037,800,9389.118128
7.3913827,190,9402.497545
31.816061,800,9403.502815
23.09266,676,9443.629486
23.520384,800,9446.000051
29.353209,677,9464.406071
21.752548,525,9466.403268
31.902018,800,9467.147599
20.411545,800,9472.061232
25.859112,800,9475.319373
33.622044,800,9489.31663
24.746807,800,9530.088249
21.661512,800,9532.477597
22.0043,800,9550.97691
31.694235,800,9552.924425
34.870293,800,9553.721727
33.288082,800,9558.492517
27.341686,800,9561.771017
29.059464,800,9576.03563
20.333221,800,9616.548394
34.831234,800,9618.991905
21.424658,800,9637.4081
20.899208,800,9639.271692
27.014967,800,9640.058952
26.855267,800,9644.84713
29.227282,800,9648.225754
19.782482,800,9662.463668
7.321551,276,9663.793799
23.788082,800,9704.792387
25.168055,800,9707.0737
22.202188,534,9713.490889
20.28055,800,9726.058393
35.28917,800,9728.118956
23.421925,800,9733.096294
21.933844,800,9750.003393
17.112974,800,9751.28166
35.193615,800,9791.718241
18.91535,800,9794.117927
16.23879,580,9796.8669
27.562534,800,9801.232338
12.506922,388,9803.973437
34.98769,800,9814.381416
17.598248,800,9820.804018
12.634033,377,9834.732612
33.404427,800,9838.738006
8.398553,282,9843.803158
23.305206,800,9879.938981
23.683132,800,9882.359032
25.42855,800,9885.06842
24.946651,800,9889.331068
31.48198,800,9901.819525
8.621232,225,9919.845615
21.850706,800,9922.449779
21.19359,800,9926.385074
26.141834,800,9931.751493
32.70123,800,9967.152198
20.661367,800,9969.417445
28.749859,800,9972.274266
31.56338,800,9976.638018
23.265213,560,9999.105472
22.896324,686,10004.719175
18.579737,800,10008.502389
34.483982,800,10011.226031
23.956318,800,10055.647453
29.885498,800,10057.815356
34.778103,800,10060.709102
23.945005,800,10065.089622
26.271536,634,10073.948889
21.745085,545,10078.021888
22.02831,662,10082.281761
22.921062,800,10096.572187
22.476137,800,10142.997213
27.833235,800,10145.148554
23.872267,800,10147.988515
25.956984,800,10152.284933
34.767796,800,10161.233308
25.930954,800,10165.271511
22.093182,800,10169.474077
9.289148,283,10173.055276
24.608221,800,10184.550694
9.064539,285,10189.572636
11.83612,284,10228.441711
31.580881,800,10232.032259
24.548111,800,10234.347955
34.500534,800,10240.93951
32.97798,800,10249.853879
27.675552,800,10258.035847
22.42006,800,10261.471217
31.804728,800,10277.868117
32.054512,800,10316.455739
32.836365,782,10318.420212
32.980515,800,10321.976307
29.18762,800,10328.433435
32.263412,800,10337.367229
25.847383,800,10345.341964
33.574764,800,10348.675338
19.685286,529,10361.575413
7.412446,195,10362.245529
34.69903,800,10366.010073
17.443773,611,10380.179147
34.950188,800,10407.265081
22.350033,800,10411.018841
32.53217,800,10425.501067
22.01025,800,10436.086324
28.062048,800,10448.922661
29.009943,800,10449.591642
25.786188,800,10453.433822
33.160812,800,10467.542671
10.410594,276,10492.870206
19.42882,800,10494.580337
26.535683,770,10495.794861
26.090826,660,10501.83656
29.233644,800,10523.703436
31.57652,800,10536.795211
33.889366,800,10540.467914
20.923532,592,10543.957352
24.194748,800,10555.019416
33.515762,800,10580.362305
33.79308,800,10582.890926
33.911625,800,10589.00995
20.914587,800,10610.719267
32.771446,800,10623.686036
26.371128,800,10627.555835
21.182673,800,10631.26425
33.36964,800,10642.503107
21.551058,800,10666.804764
19.503458,800,10669.345875
29.57349,800,10675.459944
34.248714,800,10697.306121
15.476802,432,10705.118706
22.096811,688,10708.584016
20.805336,800,10711.724125
22.407187,800,10715.543889
35.019646,800,10729.914879
27.105158,800,10755.308839
12.5417385,394,10762.779801
30.558287,800,10763.979007
21.536316,800,10785.951825
28.693972,800,10793.528268
33.835068,800,10799.51358
22.576006,800,10803.95389
33.319344,800,10818.190912
33.12785,800,10844.232793
23.18031,800,10852.414744
24.116514,800,10853.507301
25.523632,800,10875.563356
32.212166,800,10883.363598
14.206538,365,10884.348121
28.221327,800,10890.008331
20.719852,800,10893.966938
32.36415,800,10908.436372
32.41009,800,10934.311637
13.239696,381,10938.219008
33.796143,800,10942.38526
24.163254,800,10964.876388
21.40196,753,10968.804171
31.853603,800,10978.387119
34.49641,800,10982.276146
20.51896,800,10996.58124
23.43579,800,11022.512104
24.970003,800,11026.421726
21.640718,800,11030.822717
7.464014,253,11047.547027
34.025703,800,11053.548657
21.862337,800,11057.490697
32.01372,800,11067.360171
33.879223,800,11071.219705
16.802956,616,11082.744846
32.946774,800,11086.237848
27.720715,800,11111.910377
34.052063,800,11136.025022
21.59103,553,11138.412943
33.351196,800,11142.755308
23.190523,800,11146.618884
25.728964,686,11147.290731
22.476074,800,11171.318688
32.862694,800,11174.770559
28.174576,800,11200.557925
18.135464,519,11202.25888
18.70458,503,11203.480053
32.86576,800,11230.765136
34.30417,800,11234.765227
30.306458,800,11235.438721
22.214151,644,11249.910106
19.836258,681,11257.836086
25.9591,800,11260.468011
20.821163,771,11289.006555
33.39228,800,11290.950428
20.404444,800,11319.024019
29.280233,800,11323.245217
24.054092,800,11323.924436
22.95799,800,11338.220076
33.994724,800,11346.340585
19.12416,800,11348.808981
31.876617,800,11377.345653
31.899866,800,11379.300709
32.724823,800,11407.611684
27.109968,800,11411.472621
33.668125,800,11412.149298
32.610577,800,11426.714988
31.45113,800,11434.694803
21.41743,800,11437.048888
34.16678,800,11465.289791
22.94582,800,11467.444861
23.150032,685,11490.297621
19.74449,800,11496.726469
32.27072,800,11500.752192
24.671894,800,11514.925995
33.305588,800,11522.949203
30.744446,790,11524.548559
33.036396,800,11553.832528
24.549229,800,11555.887182
14.768239,670,11577.410609
21.407545,800,11578.943317
26.942736,800,11585.115777
24.26197,800,11602.851454
23.847687,800,11611.124175
24.270952,800,11612.795037
16.458544,800,11642.223598
32.539177,800,11644.36057
18.891417,800,11665.922097
19.512463,800,11667.380479
15.183719,561,11671.939312
27.829283,800,11674.166615
10.18399,337,11696.127079
19.696558,800,11700.496888
32.688576,800,11702.110466
29.510641,800,11731.691695
22.141394,800,11734.046585
31.051962,800,11755.567909
33.187088,800,11761.339718
32.938107,800,11763.489104
10.682823,340,11784.174268
29.659626,800,11785.414997
20.23891,800,11789.875387
14.79357,788,11790.540259
24.082718,800,11820.727654
33.7514,800,11822.746509
24.118227,800,11849.60651
19.037846,800,11851.670432
25.087624,800,11872.628697
33.639942,800,11873.930536
25.274094,800,11878.467662
34.281513,800,11879.139296
26.265823,800,11909.318027
33.494053,800,11911.463395
25.79878,800,11938.233402
33.40343,800,11940.228987
31.287794,779,11959.275908
27.20767,800,11962.272999
19.652708,800,11966.585922
33.093685,800,11967.291619
34.090202,800,11997.469894
32.60278,800,11999.560795
16.929974,451,12021.042215
21.808405,800,12026.579278
22.412775,800,12028.664614
16.02842,478,12037.586112
28.610403,800,12048.283881
21.129652,800,12054.969752
26.178886,800,12055.650008
25.38145,800,12087.336542
20.54711,708,12106.758353
28.967123,800,12109.638713
23.041773,800,12116.794774
22.84879,569,12123.833627
22.128668,800,12126.161649
26.773495,800,12136.80686
32.472183,800,12143.70202
25.228582,800,12175.359612
31.061268,800,12194.44539
33.803036,800,12197.214746
23.673332,800,12204.405143
20.356981,800,12211.502603
27.509068,800,12213.944684
22.69516,800,12224.524296
22.823566,800,12231.433793
32.47711,800,12263.063038
32.813442,800,12282.536216
31.805094,800,12285.237071
25.75003,800,12292.637155
23.250124,800,12299.714659
24.146544,800,12302.198225
31.862888,800,12312.966682
20.829824,800,12320.106994
27.10987,800,12352.080481
15.560908,481,12363.361951
13.755812,356,12364.125986
32.00756,800,12372.367435
21.927967,800,12375.190669
25.92189,800,12382.363575
19.416428,800,12389.363417
27.001318,773,12406.062691
17.08282,681,12409.666048
32.2274,800,12451.586736
33.543224,800,12452.337759
28.129803,726,12454.832766
12.9465065,416,12462.689188
21.563437,800,12464.085187
4.886402,195,12469.932042
28.093458,800,12472.047115
27.113392,800,12479.186842
12.566801,374,12495.238016
33.479294,800,12499.653342
34.21227,800,12541.538659
23.741982,800,12543.89288
21.986458,800,12552.650786
19.74351,800,12558.344621
33.492126,800,12560.413236
30.32265,761,12564.305406
20.300245,621,12573.284642
33.402775,800,12584.069735
18.863932,674,12621.701454
32.620888,800,12630.300304
17.528347,448,12631.481429
17.862799,650,12639.647329
28.286577,800,12642.008501
24.301573,800,12647.766609
19.803812,800,12649.858984
12.252414,325,12659.976143
25.650345,800,12673.186598
17.46127,700,12682.342424
26.346989,800,12719.470042
20.560907,800,12728.377214
28.041344,800,12730.829598
33.61556,800,12736.492206
17.017992,510,12737.59444
24.914335,800,12739.160691
25.791569,800,12749.719417
5.9022193,223,12757.207961
31.194624,800,12771.586521
19.09671,800,12808.524502
32.38558,800,12817.133737
25.511866,800,12819.424009
24.24649,800,12825.01789
20.257113,800,12826.989449
12.168045,501,12834.485782
22.512066,800,12837.87651
20.864594,800,12845.669438
19.127626,800,12897.211077
16.182117,609,12899.281334
12.597735,413,12901.00127
32.255264,800,12906.998165
24.749353,800,12909.374911
33.948406,800,12915.194066
20.222954,800,12923.87658
24.243631,800,12927.362798
20.337555,800,12986.294975
20.463718,800,12988.469403
24.235794,800,12990.301413
33.407585,800,12996.303751
22.98894,800,12998.439178
31.369213,800,13004.200767
32.846836,800,13013.45235
33.232086,800,13016.602062
18.562687,613,13062.570233
10.05353,444,13070.582965
33.464447,800,13075.796516
17.612837,471,13076.604815
32.751724,800,13078.382118
20.673784,800,13085.647618
26.385145,800,13087.990929
20.612392,800,13093.936601
22.035948,800,13151.461071
31.49804,800,13159.301697
29.965351,800,13164.367148
26.062107,800,13165.221936
20.610216,800,13166.956601
25.545492,800,13174.283935
33.75519,800,13176.593284
33.467598,800,13182.419673
22.068302,800,13239.426859
21.414352,652,13240.632442
27.451357,800,13247.988503
32.717445,800,13252.953979
23.610353,800,13254.950708
33.51188,800,13262.331551
24.50712,715,13263.08936
29.83542,800,13265.256304
18.343603,800,13327.734243
33.8719,800,13328.918679
20.56587,800,13336.519774
16.304537,655,13338.698931
23.580095,800,13342.075436
26.83484,800,13344.279391
34.07869,800,13351.561757
29.739164,800,13353.806909
7.164281,276,13354.77984
12.0725355,334,13366.708372
12.006849,448,13368.832228
14.382086,404,13378.020798
12.4366255,528,13396.642611
18.953945,800,13428.430613
22.418877,800,13433.431547
23.848955,758,13439.06505
29.751286,800,13443.278952
23.935944,680,13445.975569
34.399548,800,13457.663462
31.983517,800,13466.685646
24.925236,800,13485.505063
26.98711,685,13512.651842
29.661514,800,13517.779685
26.09081,735,13526.462426
21.706678,800,13528.359975
22.834993,660,13534.732875
27.574965,800,13535.343697
33.244617,800,13555.300118
17.692862,582,13562.390801
19.522345,800,13574.424613
28.52677,800,13606.067614
14.396996,388,13609.092566
19.536283,800,13615.690569
28.809555,800,13617.543658
28.00649,800,13623.976614
16.973452,800,13624.576064
11.352405,290,13647.840487
23.282082,774,13649.277351
24.604273,800,13663.386112
33.961082,800,13694.641464
32.254093,800,13697.417493
19.557945,800,13704.043263
25.747822,800,13706.001116
23.85515,800,13712.201654
12.005952,330,13733.029521
20.331684,599,13734.967926
18.839012,784,13736.52372
33.64959,800,13737.316417
28.360826,800,13782.806753
20.078197,800,13785.659873
31.528107,800,13792.166823
33.423393,800,13799.58653
21.218369,800,13819.961861
27.16437,800,13821.870936
18.813782,800,13823.474893
25.688906,800,13824.259183
14.933251,506,13826.700603
32.28843,800,13872.374974
17.212915,432,13877.156317
19.445448,800,13879.324984
20.266651,502,13885.977348
33.582455,800,13887.241619
6.7483025,176,13900.784038
17.704248,752,13905.874765
11.737531,324,13907.084167
20.8187,800,13911.940147
19.570715,800,13914.269676
